date,CAD,BRL
2004-03-15,1.332200050354004,2.9075000286102295
2004-03-16,1.333299994468689,2.9019999504089355
2004-03-17,1.3418999910354614,2.9130001068115234
2004-03-18,1.3289999961853027,2.9200000762939453
2004-03-19,1.3309999704360962,2.9010000228881836
2004-03-22,1.3279999494552612,2.9119999408721924
2004-03-23,1.3320000171661377,2.9210000038146973
2004-03-24,1.3385000228881836,2.928999900817871
2004-03-25,1.330299973487854,2.940000057220459
2004-03-26,1.3193999528884888,2.937999963760376
2004-03-29,1.3097000122070312,2.938999891281128
2004-03-30,1.3079999685287476,2.9189999103546143
2004-03-31,1.309999942779541,2.9070000648498535
2004-04-01,1.3100999593734741,2.8924999237060547
2004-04-02,1.3140000104904175,2.8984999656677246
2004-04-05,1.3151999711990356,2.881999969482422
2004-04-06,1.309499979019165,2.874000072479248
2004-04-07,1.312999963760376,2.875999927520752
2004-04-08,1.3259999752044678,2.877000093460083
2004-04-09,1.329200029373169,2.888000011444092
2004-04-12,1.3377000093460083,2.888000011444092
2004-04-13,1.336300015449524,2.888000011444092
2004-04-14,1.344499945640564,2.8954999446868896
2004-04-15,1.3485000133514404,2.9159998893737793
2004-04-16,1.344499945640564,2.9149999618530273
2004-04-19,1.3466999530792236,2.9149999618530273
2004-04-20,1.3533999919891357,2.9210000038146973
2004-04-21,1.3589999675750732,2.932499885559082
2004-04-22,1.3589999675750732,2.927000045776367
2004-04-23,1.361199975013733,2.9135000705718994
2004-04-26,1.3559000492095947,2.9130001068115234
2004-04-27,1.351699948310852,2.9184999465942383
2004-04-28,1.3672000169754028,2.939500093460083
2004-04-29,1.3696999549865723,2.9590001106262207
2004-04-30,1.3710999488830566,2.944000005722046
2004-05-03,1.3739999532699585,2.9619998931884766
2004-05-04,1.3702000379562378,2.9679999351501465
2004-05-05,1.372499942779541,2.9639999866485596
2004-05-06,1.3783999681472778,2.994999885559082
2004-05-07,1.3858000040054321,3.0840001106262207
2004-05-10,1.393399953842163,3.1050000190734863
2004-05-11,1.3866000175476074,3.0850000381469727
2004-05-12,1.3877999782562256,3.126499891281128
2004-05-13,1.3969999551773071,3.119999885559082
2004-05-14,1.392799973487854,3.0920000076293945
2004-05-17,1.3854999542236328,3.125999927520752
2004-05-18,1.3912999629974365,3.121999979019165
2004-05-19,1.3768999576568604,3.114000082015991
2004-05-20,1.3704999685287476,3.2084999084472656
2004-05-21,1.3733999729156494,3.187000036239624
2004-05-24,1.3696999549865723,3.2014999389648438
2004-05-25,1.3762999773025513,3.1475000381469727
2004-05-26,1.3704999685287476,3.180000066757202
2004-05-27,1.3580000400543213,3.1475000381469727
2004-05-28,1.3666000366210938,3.1110000610351562
2004-06-01,1.3687000274658203,3.1549999713897705
2004-06-02,1.361799955368042,3.130000114440918
2004-06-03,1.3605999946594238,3.1440000534057617
2004-06-04,1.3504999876022339,3.130000114440918
2004-06-07,1.3450000286102295,3.115999937057495
2004-06-08,1.3467999696731567,3.119499921798706
2004-06-09,1.354099988937378,3.11299991607666
2004-06-10,1.357200026512146,3.11299991607666
2004-06-11,1.3655999898910522,3.1500000953674316
2004-06-14,1.3681999444961548,3.1619999408721924
2004-06-15,1.3698999881744385,3.128000020980835
2004-06-16,1.3772000074386597,3.1494998931884766
2004-06-17,1.3752000331878662,3.124000072479248
2004-06-18,1.3645000457763672,3.1424999237060547
2004-06-21,1.3639999628067017,3.128999948501587
2004-06-22,1.3592000007629395,3.134999990463257
2004-06-23,1.3614000082015991,3.128499984741211
2004-06-24,1.343000054359436,3.1029999256134033
2004-06-25,1.3488999605178833,3.109999895095825
2004-06-28,1.343500018119812,3.137500047683716
2004-06-29,1.346500039100647,3.119999885559082
2004-06-30,1.3407000303268433,3.1050000190734863
2004-07-01,1.3324999809265137,3.0829999446868896
2004-07-02,1.3253999948501587,3.0409998893737793
2004-07-06,1.3260999917984009,3.0434999465942383
2004-07-07,1.319599986076355,3.0299999713897705
2004-07-08,1.3164000511169434,3.0429999828338623
2004-07-09,1.3207000494003296,3.0439999103546143
2004-07-12,1.3187999725341797,3.0425000190734863
2004-07-13,1.3258999586105347,3.0460000038146973
2004-07-14,1.3224999904632568,3.0269999504089355
2004-07-15,1.3240000009536743,3.0250000953674316
2004-07-16,1.3092000484466553,3.0
2004-07-19,1.3082000017166138,2.997999906539917
2004-07-20,1.3099000453948975,3.002500057220459
2004-07-21,1.3242000341415405,3.0434999465942383
2004-07-22,1.313599944114685,3.0429999828338623
2004-07-23,1.3219000101089478,3.0455000400543213
2004-07-26,1.3320000171661377,3.072000026702881
2004-07-27,1.3352999687194824,3.062999963760376
2004-07-28,1.330899953842163,3.053999900817871
2004-07-29,1.3258999586105347,3.0329999923706055
2004-07-30,1.3295999765396118,3.0274999141693115
2004-08-02,1.3314000368118286,3.05049991607666
2004-08-03,1.31850004196167,3.053999900817871
2004-08-04,1.3151999711990356,3.058000087738037
2004-08-05,1.3178000450134277,3.058000087738037
2004-08-06,1.309999942779541,3.0399999618530273
2004-08-09,1.316499948501587,3.0394999980926514
2004-08-10,1.3138999938964844,3.0220000743865967
2004-08-11,1.3240000009536743,3.0380001068115234
2004-08-12,1.3322999477386475,3.0344998836517334
2004-08-13,1.3092000484466553,3.0199999809265137
2004-08-16,1.3076000213623047,3.015500068664551
2004-08-17,1.3079999685287476,2.996000051498413
2004-08-18,1.3073999881744385,2.989000082015991
2004-08-19,1.2963999509811401,2.9779999256134033
2004-08-20,1.2979999780654907,2.9779999256134033
2004-08-23,1.30649995803833,2.9679999351501465
2004-08-24,1.304800033569336,2.9539999961853027
2004-08-25,1.3047000169754028,2.9489998817443848
2004-08-26,1.3122999668121338,2.9560000896453857
2004-08-27,1.3104000091552734,2.9584999084472656
2004-08-30,1.3173999786376953,2.944000005722046
2004-08-31,1.31659996509552,2.940000057220459
2004-09-01,1.3071000576019287,2.927999973297119
2004-09-02,1.2994999885559082,2.937000036239624
2004-09-03,1.3005000352859497,2.928499937057495
2004-09-07,1.2882000207901,2.9119999408721924
2004-09-08,1.2905000448226929,2.9019999504089355
2004-09-09,1.2877999544143677,2.9070000648498535
2004-09-10,1.2879999876022339,2.9019999504089355
2004-09-13,1.2999999523162842,2.9070000648498535
2004-09-14,1.2920000553131104,2.9149999618530273
2004-09-15,1.298699975013733,2.9075000286102295
2004-09-16,1.2913999557495117,2.8910000324249268
2004-09-17,1.3001999855041504,2.875499963760376
2004-09-20,1.2943999767303467,2.864000082015991
2004-09-21,1.288599967956543,2.875499963760376
2004-09-22,1.281599998474121,2.871000051498413
2004-09-23,1.2782000303268433,2.872499942779541
2004-09-24,1.2762999534606934,2.867000102996826
2004-09-27,1.273800015449524,2.871999979019165
2004-09-28,1.2754000425338745,2.865000009536743
2004-09-29,1.2730000019073486,2.8559999465942383
2004-09-30,1.264799952507019,2.864000082015991
2004-10-01,1.2628999948501587,2.8399999141693115
2004-10-04,1.2726000547409058,2.8239998817443848
2004-10-05,1.2625000476837158,2.822999954223633
2004-10-06,1.2591999769210815,2.8369998931884766
2004-10-07,1.257699966430664,2.8545000553131104
2004-10-08,1.2511999607086182,2.817500114440918
2004-10-12,1.2575000524520874,2.8259999752044678
2004-10-13,1.2640000581741333,2.8410000801086426
2004-10-14,1.2527999877929688,2.867500066757202
2004-10-15,1.2519999742507935,2.8570001125335693
2004-10-18,1.2549999952316284,2.8575000762939453
2004-10-19,1.2541999816894531,2.875999927520752
2004-10-20,1.2431999444961548,2.88700008392334
2004-10-21,1.2425999641418457,2.8510000705718994
2004-10-22,1.2379000186920166,2.8519999980926514
2004-10-25,1.2231999635696411,2.881999969482422
2004-10-26,1.2245999574661255,2.871000051498413
2004-10-27,1.2252999544143677,2.859999895095825
2004-10-28,1.2194000482559204,2.864000082015991
2004-10-29,1.220900058746338,2.8519999980926514
2004-11-01,1.2229000329971313,2.86299991607666
2004-11-02,1.2263000011444092,2.8434998989105225
2004-11-03,1.2121000289916992,2.825000047683716
2004-11-04,1.205299973487854,2.812000036239624
2004-11-05,1.198099970817566,2.815000057220459
2004-11-08,1.1924999952316284,2.8329999446868896
2004-11-09,1.1950000524520874,2.8259999752044678
2004-11-10,1.197700023651123,2.818000078201294
2004-11-12,1.1919000148773193,2.7920000553131104
2004-11-15,1.2031999826431274,2.7909998893737793
2004-11-16,1.1931999921798706,2.7780001163482666
2004-11-17,1.1924999952316284,2.759999990463257
2004-11-18,1.2070000171661377,2.7674999237060547
2004-11-19,1.1928000450134277,2.7753000259399414
2004-11-22,1.1848000288009644,2.759500026702881
2004-11-23,1.1864999532699585,2.749000072479248
2004-11-24,1.1813000440597534,2.742500066757202
2004-11-26,1.1775000095367432,2.7276999950408936
2004-11-29,1.1845999956130981,2.74399995803833
2004-11-30,1.1901999711990356,2.7309999465942383
2004-12-01,1.1856000423431396,2.703000068664551
2004-12-02,1.1899000406265259,2.7284998893737793
